Age,Attrition,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
32,No,6,5,1,3,3038,3,No,20,4,1,8,2,3,5,1,4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
27,No,17,3,1,2,3058,0,Yes,16,3,4,6,3,2,5,1,1,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False
19,Yes,1,1,1,1,2325,0,No,21,4,1,1,5,4,0,0,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
36,No,3,2,1,2,2088,4,No,12,3,3,13,3,2,8,7,2,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
30,No,9,3,2,1,3072,1,No,11,3,3,12,4,3,12,6,10,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
45,No,4,2,2,1,5006,4,Yes,11,3,1,9,3,4,5,0,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
56,No,8,3,1,1,4257,4,Yes,18,3,3,19,3,3,2,2,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
33,No,2,3,1,4,2500,0,No,14,3,1,4,2,4,3,0,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
19,Yes,2,3,1,4,1102,1,No,22,4,3,1,3,2,1,1,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
46,No,1,2,3,1,10453,1,No,25,4,3,24,2,3,24,15,7,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
38,No,9,2,1,4,2288,1,No,12,3,3,2,3,3,2,2,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
31,No,12,1,1,4,3929,8,Yes,23,4,3,7,0,3,4,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
34,No,27,2,1,2,2311,2,No,15,3,4,9,3,3,3,1,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
41,Yes,20,2,1,2,3140,1,Yes,22,4,4,4,5,2,4,0,2,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True
50,No,1,3,1,3,3690,2,No,15,3,4,5,2,2,3,0,2,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
53,No,13,2,2,1,4450,1,No,11,3,3,5,3,3,4,1,3,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
33,No,14,3,1,2,2756,1,No,13,3,4,8,5,3,8,1,6,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
40,No,4,1,5,3,19033,1,No,14,3,2,21,2,3,20,9,9,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
55,No,14,4,5,2,18722,8,No,11,3,4,36,3,3,24,2,15,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
34,No,2,1,2,3,9547,1,No,17,3,3,10,2,2,10,1,9,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
51,No,3,3,4,2,13734,3,No,18,3,3,21,6,3,7,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
52,No,1,4,5,3,19999,0,No,14,3,1,34,5,3,33,11,9,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
27,No,9,3,1,2,2279,1,No,16,3,4,7,2,2,7,0,3,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
35,Yes,23,2,2,3,5916,3,Yes,13,3,1,8,1,3,1,0,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
43,No,7,3,1,4,2089,4,No,14,3,4,7,3,4,5,2,2,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
45,No,2,2,4,4,16792,9,No,23,4,4,22,1,3,20,11,8,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
37,No,21,3,1,1,3564,1,Yes,12,3,1,8,3,2,8,1,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
35,No,2,3,2,2,4425,5,No,11,3,4,10,5,3,6,1,2,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
42,No,21,2,2,3,5265,2,No,16,3,2,11,5,3,5,0,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
38,No,2,4,2,3,6553,9,No,14,3,2,14,3,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
38,No,29,3,2,4,6261,3,No,18,3,1,9,3,1,7,1,7,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
27,No,1,1,2,1,4298,5,No,19,3,3,6,1,3,2,2,0,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
49,No,18,4,2,4,6804,1,Yes,15,3,1,7,0,3,7,1,7,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
34,No,10,4,1,3,3815,1,Yes,17,3,4,5,4,4,5,2,0,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
40,No,19,2,2,4,2741,8,Yes,15,3,3,15,2,4,7,3,7,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
38,Yes,29,1,2,1,6673,7,Yes,19,3,2,17,2,3,1,0,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
29,Yes,27,3,3,4,7639,1,No,22,4,4,10,3,2,10,1,9,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
22,No,5,3,1,2,2328,1,Yes,16,3,1,4,2,2,4,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
36,No,18,1,1,4,2153,1,No,13,3,1,8,2,3,8,1,7,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
40,No,9,5,2,4,4876,9,No,14,3,4,5,5,1,3,0,2,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
46,No,1,4,3,1,9396,7,No,16,3,3,17,3,3,4,0,3,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
32,Yes,4,4,3,4,10400,1,No,11,3,3,14,2,2,14,9,8,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
30,No,1,1,3,3,8474,1,No,22,4,3,12,2,3,11,5,8,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
27,No,20,3,2,3,9981,1,No,14,3,4,7,2,3,7,0,7,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
51,No,8,4,3,2,12490,5,No,16,3,4,16,5,1,10,4,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
30,Yes,3,3,1,1,2657,5,Yes,11,3,3,8,5,3,5,0,4,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
41,No,6,3,3,4,13591,3,Yes,18,3,3,16,3,3,1,0,0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
30,Yes,26,4,2,1,6696,5,No,15,3,3,9,5,2,6,0,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,Yes,1,3,1,3,2058,0,No,14,3,4,7,1,2,6,1,5,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True
45,No,6,3,3,4,8865,6,No,12,3,4,23,2,3,19,12,8,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
54,No,3,3,2,1,5940,2,No,14,3,4,16,4,3,6,0,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
36,No,5,2,2,2,5914,8,No,16,3,4,16,3,4,13,3,7,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
33,No,4,4,1,2,2622,6,No,21,4,4,7,3,3,3,1,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
37,No,11,3,3,4,12185,1,Yes,14,3,3,10,1,3,10,0,7,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
38,No,3,3,3,3,10609,0,No,12,3,3,17,6,2,16,5,13,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
31,No,1,4,2,3,4345,0,No,12,3,4,6,2,3,5,1,4,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
59,No,3,3,1,4,2177,3,No,17,3,1,7,6,3,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
37,No,4,4,1,4,2793,4,No,17,3,3,13,2,3,9,5,8,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
29,No,1,1,3,4,7918,1,No,14,3,4,11,5,3,11,4,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
35,No,1,3,3,3,8789,1,No,14,3,1,10,3,4,10,0,8,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
29,Yes,18,1,1,4,2389,1,Yes,13,3,3,4,3,2,4,0,1,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
52,No,2,3,1,4,3212,7,No,15,3,2,6,3,2,2,2,2,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
42,No,4,2,5,4,19232,1,No,11,3,4,22,3,3,22,11,15,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False
59,No,6,2,1,3,2267,8,No,17,3,4,7,2,2,2,2,2,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False
50,No,1,4,5,4,19517,3,No,11,3,3,32,3,2,7,0,6,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
33,Yes,14,3,1,4,2436,5,Yes,13,3,3,8,2,1,5,0,4,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
43,No,16,3,4,4,16064,5,Yes,22,4,3,22,3,3,17,1,9,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33,Yes,2,2,1,1,2707,7,No,20,4,1,13,3,4,9,1,7,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
52,No,2,4,5,3,19068,1,Yes,18,3,4,33,2,4,33,15,12,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
32,No,4,2,1,2,3931,2,No,11,3,1,6,5,3,4,1,2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
32,Yes,1,3,1,3,3730,0,Yes,14,3,4,4,2,1,3,1,2,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
39,No,1,4,1,3,2232,7,No,14,3,3,7,1,3,3,1,2,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
32,No,26,4,2,4,4465,0,No,18,3,1,4,2,3,3,2,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
41,No,19,2,2,1,3072,2,No,16,3,1,17,2,2,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
40,No,24,2,2,4,3319,1,No,17,3,1,9,3,3,9,4,7,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
45,No,1,3,5,4,19202,0,No,11,3,3,25,2,3,24,1,7,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False
31,No,3,4,3,3,13675,9,No,12,3,1,9,3,3,2,2,2,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
33,No,5,4,1,4,2911,1,No,13,3,3,2,2,2,2,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
34,No,2,4,2,1,5957,6,No,13,3,2,13,3,3,11,5,9,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,No,1,2,1,1,3920,2,No,14,3,1,17,2,2,3,0,2,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
45,No,7,4,2,3,6434,4,No,17,3,4,9,1,3,3,0,2,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
37,Yes,10,3,3,3,10048,6,No,11,3,2,17,5,3,1,0,0,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
39,No,2,4,3,3,10938,0,No,25,4,4,20,1,3,19,11,8,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
29,No,15,3,1,4,2340,1,No,19,3,1,6,1,3,6,1,5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
42,No,17,2,2,1,6545,3,Yes,13,3,3,10,1,3,3,0,2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
29,No,20,2,2,4,6931,2,No,14,3,4,10,2,3,3,0,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,No,1,3,2,3,4898,0,No,12,3,4,5,3,3,4,1,2,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
42,No,2,3,1,1,2593,0,Yes,11,3,3,10,4,3,9,7,8,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
40,No,2,2,5,3,19436,0,No,19,3,4,22,5,3,21,3,9,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
51,No,1,3,1,4,2723,1,No,11,3,2,1,0,2,1,0,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
31,Yes,29,2,1,2,3479,0,No,11,3,2,6,2,4,5,1,4,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True
32,No,7,3,1,2,2794,1,No,20,4,3,5,3,1,5,0,3,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
38,No,2,2,2,4,5249,3,No,18,3,4,13,0,3,8,7,5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
32,No,2,1,2,1,2176,4,No,13,3,4,9,5,3,6,0,4,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True
46,No,2,3,4,2,16872,3,Yes,12,3,2,28,2,2,7,7,7,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
28,Yes,2,4,1,3,3485,2,No,11,3,3,5,5,1,0,0,0,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
29,No,2,3,2,2,6644,2,No,19,3,2,10,2,3,0,0,0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
31,No,23,3,2,4,5582,0,No,21,4,2,10,2,3,9,7,8,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
25,No,5,2,2,1,4000,1,No,12,3,4,6,2,3,6,1,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
45,No,20,2,4,4,13496,0,Yes,14,3,2,21,2,3,20,4,10,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
36,No,6,3,1,4,3210,0,No,11,3,3,16,4,3,15,10,11,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
55,No,1,3,5,1,19045,0,Yes,14,3,3,37,2,3,36,4,13,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True
47,Yes,29,4,3,2,11849,1,Yes,12,3,4,10,2,2,10,9,9,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
28,No,9,3,1,4,2070,1,No,23,4,4,5,3,2,5,0,4,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False
37,No,6,4,2,4,6502,4,No,14,3,2,7,5,4,5,0,1,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False
21,No,3,2,1,3,3230,1,No,17,3,1,3,4,4,3,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
37,No,1,4,3,4,13603,2,Yes,18,3,1,15,2,3,5,0,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
35,No,22,3,3,2,11996,7,No,18,3,2,10,6,2,7,6,2,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
