,name,rating,reviews,salary,company_type,headquarter
377,GlaxoSmithKline Pharmaceuticals,4.2,1500,4500.0,Pharma ,Brentford
378,ZS,3.5,1500,15200.0,Management Consulting ,Evanston
379,Whirlpool,4.1,1500,7700.0,Consumer Electronics & Appliances ,Michigan
380,Force Motors,3.5,1500,7800.0,Automobile ,Pune
381,Blinkit,3.8,1500,7700.0,Internet ,Gurgaon
382,3i Infotech,3.5,1500,10700.0,IT Services & Consulting ,Mumbai
383,JCB,3.9,1500,8400.0,Industrial Machinery ,Rocester
384,Shriram City,4.1,1500,6100.0,Financial Services ,Chennai
385,Shahi Exports,4.0,1500,6800.0,Retail ,Faridabad
386,Syngene International,3.9,1500,10600.0,Pharma ,Bangalore/Bengaluru
387,Endurance Technologies,3.8,1500,7100.0,Auto Components ,Aurangabad
388,Tata Elxsi,4.1,1500,15700.0,IT Services & Consulting ,Bangalore/Bengaluru
389,Kent RO Systems,4.1,1500,4700.0,Consumer Electronics & Appliances ,Noida
390,Delphi TVS,4.0,1500,5500.0,Auto Components ,Kanchipuram
391,Dhani Loans and Services,3.8,1500,5200.0,NBFC ,New Delhi
392,Lodha group,4.1,1500,7500.0,Real Estate ,Mumbai
393,Bharti AXA Life Insurance,3.9,1500,5100.0,Insurance ,Mumbai
394,Sobha,4.0,1500,7700.0,Real Estate ,Bangalore/Bengaluru
395,GVK Emergency Management and Research Institute,3.7,1500,4200.0,Non-Profit ,Hyderabad/Secunderabad
396,Foundever,3.9,1500,5700.0,BPO ,Miami
397,ITC Hotels,4.1,1500,5500.0,Hospitality ,Kolkata
398,Sterling & Wilson,4.1,1500,8200.0,Engineering & Construction ,Mumbai
399,Bharat Petroleum,4.1,1500,6200.0,Oil & Gas ,Mumbai
400,CAMS,3.7,1500,7000.0,IT Services & Consulting ,Chennai
401,Brakes India,4.0,1500,6400.0,Auto Components ,Chennai
402,NoBroker,3.2,1500,7000.0,Internet ,Bangalore
403,suzuki motor gujarat,4.3,1500,6000.0,Fortune India 500 ,Becharaji
404,Future Generali India Life Insurance,3.8,1500,6500.0,Insurance ,Mumbai
405,Bureau Veritas,3.9,1500,7200.0,Other ,Paris La Défense
406,Aavas Financiers,4.0,1500,5000.0,Financial Services ,Jaipur
407,Varroc Group,3.8,1500,6200.0,Auto Components ,Aurangabad
408,Fincare Small Finance Bank,4.0,1500,5800.0,NBFC ,Bangalore
409,Jindal Stainless,4.2,1500,8400.0,Iron & Steel ,Delhi/NCR
410,Care Health Insurance,3.7,1400,7100.0,Internet ,Gurgaon
411,Coromandel International,4.1,1400,6500.0,Agriculture ,Hyderabad/Secunderabad
412,JK Tyres,3.7,1400,6400.0,Auto Components ,New Delhi
413,café Coffee day,3.9,1400,4400.0,Hospitality ,Bengaluru
414,Citicorp,3.8,1400,19000.0,Financial Services ,Mumbai
415,Sopra Steria,4.0,1400,13800.0,IT Services & Consulting ,Paris
416,Mahindra Rural Housing Finance,4.1,1400,3800.0,Financial Services ,Mumbai
417,Cisco,4.4,1400,18000.0,Hardware & Networking ,San Jose
418,Unacademy,3.4,1400,8400.0,EdTech ,Bangalore
419,VVDN Technologies,3.6,1400,9300.0,IT Services & Consulting ,Gurgaon
420,Tata Motors Finance,4.1,1400,4500.0,NBFC ,Mumbai
421,Gallagher,3.9,1400,9700.0,Insurance ,Rolling Meadows
422,Canara HSBC Life Insurance,3.8,1400,5800.0,Insurance ,Gurgaon/Gurugram
423,PhonePe,4.1,1400,7400.0,FinTech ,Bangalore
424,Gabriel India,4.2,1400,5300.0,Auto Components ,Pune
425,Taurus BPO Services,4.6,1400,628.0,1k-5k Employees ,Pune
426,Adani Wilmar,4.2,1400,5700.0,FMCG ,Ahmedabad
427,ABC,3.9,1400,39900.0,Broadcasting ,New York
428,UpGrad,4.0,1400,6600.0,EdTech ,San Francisco
429,RMSI,3.8,1400,7100.0,IT Services & Consulting ,Noida
430,Thomson Reuters,4.1,1400,10900.0,Legal ,Toronto
431,Power Mech Projects,3.8,1400,6300.0,Engineering & Construction ,Hyderabad/Secunderabad
432,Lucas-TVS,4.0,1400,5600.0,Auto Components ,Chennai
433,Indian Navy,4.6,1400,3500.0,Defence & Aerospace ,Delhi/NCR
434,Star Health & Allied Insurance,3.8,1400,6800.0,Insurance ,Chennai
435,Bank of Baroda,3.6,1400,6000.0,Banking ,Vadodara/Baroda
436,SAP,4.3,1400,14700.0,Software Product ,Walldorf
437,ValueLabs,3.9,1400,15400.0,IT Services & Consulting ,Hyderabad/Secunderabad
438,Google,4.4,1400,21100.0,Internet ,Mountain View
439,IntouchCX,3.0,1400,6300.0,BPO ,Winnipeg
440,Planet Spark,3.8,1400,2300.0,EdTech ,Gurgaon
441,Renault Nissan Technology & Business Centre India,3.8,1400,13300.0,Auto Components ,Chennai
442,Straive,3.5,1400,7700.0,EdTech ,Singapore
443,Parle Products,3.9,1400,4300.0,Food Processing ,Mumbai
444,DBS Bank,3.8,1400,11600.0,Banking ,Hyderabad/Secunderabad
445,Tata Capital Financial Services,4.3,1400,5400.0,NBFC ,Mumbai
446,Allsec Technologies,3.9,1400,6100.0,BPO ,Chennai
447,Honda,4.1,1400,5400.0,Automobile ,Greater Noida
448,AECOM,4.2,1400,5900.0,Engineering & Construction ,Dallas
449,TVS Sundram Fasteners,3.7,1400,6500.0,Auto Components ,Chennai
450,Citibank,4.0,1400,16100.0,Banking ,New York
451,Laurus Labs,4.2,1400,6100.0,Pharma ,Hyderabad/Secunderabad
452,Uflex,3.8,1400,6400.0,Packaging ,Noida
453,Big Bazaar,4.2,1400,4500.0,Retail ,Mumbai
454,Cargill,4.1,1300,6700.0,1k-5k Employees ,Wayzata
455,Hindustan Aeronautics,4.3,1300,3900.0,Defence & Aerospace ,Bangalore/Bengaluru
456,SGS,3.9,1300,5700.0,1k-5k Employees ,Geneva
457,KIA MOTORS,3.8,1300,6300.0,Automobile ,Seoul
458,IDBI Bank,3.8,1300,6100.0,Banking ,Mumbai
459,AXA Business Services,3.8,1300,7700.0,Insurance ,Paris
460,BA Continuum,4.3,1300,11600.0,NBFC ,Gurgaon/Gurugram
461,Adani Power,3.9,1300,7200.0,Power ,Ahmedabad
462,CMA CGM,4.1,1300,8600.0,Ports & Shipping ,Marseille
463,Wockhardt,3.8,1300,4900.0,Pharma ,Mumbai
464,Vedantu,3.3,1300,8600.0,EdTech ,Bangalore
465,Hero FinCorp,4.2,1300,4400.0,NBFC ,Delhi
466,Novartis,4.1,1300,8100.0,Pharma ,Switzerland
467,Xoriant,3.9,1300,10500.0,IT Services & Consulting ,Sunnyvale
468,Philips,3.9,1300,10200.0,Consumer Electronics & Appliances ,Amsterdam
469,Sify Technologies,4.0,1300,9000.0,IT Services & Consulting ,Chennai
470,Kotak Securities,3.7,1300,7900.0,Financial Services ,Mumbai
471,Dr Lal PathLabs,4.2,1300,4100.0,Healthcare ,Gurgaon/Gurugram
472,Reliance General Insurance,3.8,1300,6600.0,Insurance ,Mumbai
473,Intellect Design Arena,4.0,1300,11200.0,FinTech ,Chennai
474,Akums Drugs & Pharmaceuticals,4.0,1300,5500.0,Pharma ,Delhi/NCR
475,Meesho,3.7,1300,6100.0,Internet ,Bengaluru/Bangalore
476,Microsoft Corporation,4.2,1300,22800.0,Software Product ,Sunnyvale
477,Vardhman Fabrics,4.1,1300,5600.0,Fashion & Textile ,Ludhiana
478,Tata Play,4.1,1300,4900.0,Broadcasting ,Mumbai
479,MetLife,4.3,1300,8000.0,Insurance ,New York
480,PHN Technology,4.6,1300,159.0,Pune +29 more,Pune
481,Honeywell Automation,3.8,1300,10500.0,Consumer Electronics & Appliances ,Morris Plains
482,Aragen Life Sciences,4.1,1300,5500.0,Pharma ,Hyderabad/Secunderabad
483,XL Dynamics,3.3,1300,3700.0,IT Services & Consulting ,Navi Mumbai
484,Crisil,3.8,1300,11000.0,Financial Services ,Mumbai
485,Narayana Health,4.2,1300,5100.0,Healthcare ,Bangalore/Bengaluru
486,TCE,3.7,1300,7100.0,Engineering & Construction ,Mumbai
487,SBI General Insurance,3.8,1300,4900.0,Insurance ,Mumbai
488,Biological E,4.2,1300,5900.0,Biotechnology ,Hyderabad/Secunderabad
489,Bhushan Power & Steel,4.0,1300,4800.0,Iron & Steel ,Delhi/NCR
490,YASH Technologies,3.8,1300,15500.0,IT Services & Consulting ,East Moline
491,Frankfinn Institute of Air Hostess Training,4.0,1300,3400.0,Education & Training ,Gurgaon/Gurugram
492,Microland,3.6,1300,11100.0,IT Services & Consulting ,Bangalore
493,ESAF Microfinance & Investments (P),3.9,1300,5600.0,Financial Services ,Thrissur/Trichur
494,NCR Corporation,4.1,1300,8500.0,IT Services & Consulting ,Atlanta
495,Safexpress,4.1,1300,4900.0,Logistics ,Delhi/NCR
496,Optum Global Solutions,4.1,1300,8700.0,IT Services & Consulting ,Hyderabad/Secunderabad
497,G R Infraprojects,4.2,1300,4900.0,Engineering & Construction ,Gurgaon/Gurugram
498,CMS Infosystems,3.5,1300,4200.0,IT Services & Consulting ,Mumbai
499,Yamaha Motor,4.1,1300,5700.0,Automobile ,Iwata
500,HERE Technologies,3.8,1300,7800.0,IT Services & Consulting ,Eindhoven
501,Amazon Transportation Services,4.1,1300,4100.0,Logistics ,Seattle
502,Spark Minda,3.8,1300,5200.0,Auto Components ,Gurgaon
503,SS&C TECHNOLOGIES,3.6,1300,11200.0,IT Services & Consulting ,Windsor Locks
504,R.R. Donnelley,4.0,1200,10700.0,Marketing & Advertising ,Chicago
505,Exl India,3.6,1200,10200.0,IT Services & Consulting ,New Delhi
506,Matrimony.com,4.4,1200,4100.0,Internet ,Chennai
507,Metro,4.1,1200,4800.0,Retail ,Bangalore/Bengaluru
508,Reckitt Benckiser,4.1,1200,5900.0,FMCG ,Slough
509,Angel One,3.9,1200,6800.0,Financial Services ,Mumbai
510,Cavinkare,4.0,1200,4700.0,FMCG ,Chennai
511,CitiusTech,3.5,1200,11600.0,IT Services & Consulting ,New Jersey
512,Niva Bupa Health Insurance Company,3.7,1200,6100.0,Insurance ,Delhi/NCR
513,Procter & Gamble,4.2,1200,5500.0,FMCG ,Cincinnati
514,Innovsource Services,3.9,1200,4100.0,Recruitment ,Mumbai
515,Panasonic Life Solutions,4.0,1200,4600.0,Electrical Equipment ,Mumbai
516,Honeywell Technology Solutions,3.8,1200,12900.0,Defence & Aerospace ,Bangalore/Bengaluru
517,KONE,4.2,1200,5200.0,Industrial Machinery ,Chennai
518,Sigma Electric Manufacturing Corporation,4.0,1200,4200.0,Industrial Machinery ,Garner
519,Oberoi Group of Hotels,4.2,1200,4100.0,Hospitality ,Delhi/NCR
520,Adecco Group,3.7,1200,6000.0,Recruitment ,Zurich
521,USV,4.0,1200,4900.0,Pharma ,Mumbai
522,Mercedes-Benz Research & Development India,4.0,1200,14600.0,Automobile ,Bengaluru/Bangalore
523,USHA International,4.2,1200,4600.0,Consumer Electronics & Appliances ,Gurgaon/Gurugram
524,Hyatt Regency,4.1,1200,3600.0,Hospitality ,New Delhi
525,Allstate,4.0,1200,9800.0,IT Services & Consulting ,Bangalore/Bengaluru
526,Chegg,4.3,1200,3300.0,EdTech ,Santa Clara
527,Torrent Power,3.7,1200,6300.0,Power ,Ahmedabad
528,Credit Suisse,4.2,1200,16000.0,10k-50k Employees ,Zurich
529,DIVI'S Laboratories,3.8,1200,5700.0,Healthcare ,Hyderabad/Secunderabad
530,Isgec Heavy Engineering,3.9,1200,6400.0,Industrial Machinery ,Noida
531,Team Computers,3.7,1200,7100.0,IT Services & Consulting ,Delhi/NCR
532,Mother Dairy Fruit & Vegetable,4.2,1200,4700.0,Food Processing ,Noida
533,Honda Cars,4.3,1200,6200.0,Automobile ,Alwar
534,Johnson & Johnson,4.2,1200,5800.0,Pharma ,New Brunswick
535,Motherson Automotive Technologies and Engineering,3.9,1200,6100.0,Auto Components ,Noida
536,Piramal Group,4.0,1200,4900.0,Financial Services ,Mumbai
537,Apollo Pharmacy,3.9,1200,4300.0,Pharma ,Chennai
538,Arvind Group,4.1,1200,5700.0,Fashion & Textile ,Ahmedabad
539,DHL Supply Chain,4.2,1200,4900.0,Logistics ,Bonn
540,NTPC,4.3,1200,3500.0,10k-50k Employees ,Delhi/NCR
541,Verizon,4.2,1200,11000.0,Telecom ,New York City
542,Aditya Birla Capital,4.0,1200,7800.0,Financial Services ,Mumbai
543,PI Industries,4.1,1200,5900.0,Agro Chemicals ,Gurgaon/Gurugram
544,Exotic Learning,4.5,1200,339.0,EdTech ,Lucknow
545,Medi Assist India,3.7,1200,5900.0,Insurance ,Bangalore
546,Orange Business,4.3,1200,8900.0,IT Services & Consulting ,Paris
547,V-Guard Industries,4.4,1200,3400.0,Consumer Electronics & Appliances ,Kochi/Cochin
548,HDFC Securities,3.6,1200,5400.0,Financial Services ,Mumbai
549,DHL Express,4.1,1200,5700.0,Logistics ,Bonn
550,CG Power and Industrial Solutions,3.9,1200,5900.0,Electrical Equipment ,Mumbai
551,Bharat Financial Inclusion,4.1,1200,3500.0,Financial Services ,Hyderabad
552,SBI Securities,3.8,1200,5100.0,Financial Services ,Mumbai
553,Swaraj Tractors,4.3,1200,4500.0,Automobile ,Mumbai
554,FactSet,4.0,1200,9100.0,Analytics & KPO ,Norwalk
555,First American Corporation,3.9,1200,7900.0,IT Services & Consulting ,Santa Ana
556,Tata Capital,4.1,1200,5600.0,NBFC ,Mumbai
557,Max Fashion,4.1,1200,3600.0,Retail ,Abu Dhabi
558,Tata Communications Transformation Services,4.2,1200,8100.0,Telecom ,Mumbai
559,Aon,3.9,1200,5700.0,Management Consulting ,London
560,Trent,4.1,1200,3900.0,Retail ,Mumbai
561,Saint-Gobain,4.1,1200,7900.0,Building Material ,Paris
562,UBS,3.9,1200,13300.0,Financial Services ,Zurich
563,TATA Power,3.9,1100,6400.0,10k-50k Employees ,Mumbai
564,Exela Technologies,3.5,1100,7300.0,IT Services & Consulting ,Irving
565,Haier Appliances India,4.0,1100,5700.0,Consumer Electronics & Appliances ,Qingdao
566,Aforeserve,3.4,1100,4200.0,IT Services & Consulting ,Noida
567,Jindal Saw,3.9,1100,5300.0,Building Material ,Delhi/NCR
568,Globiva,3.3,1100,3800.0,BPO ,Gurgaon/Gurugram
569,Aadhar Housing Finance,4.1,1100,3900.0,Financial Services ,Mumbai
570,Belrise Industries,3.8,1100,6200.0,Auto Components ,Aurangabad
571,Oracle Cerner,3.8,1100,11500.0,IT Services & Consulting ,Kansas
572,Medanta the Medicity,4.1,1100,4100.0,Healthcare ,Gurgaon
573,L&T Energy Hydrocarbon,3.8,1100,6600.0,Oil & Gas ,Mumbai
574,Biocon Biologics,3.8,1100,3600.0,Biotechnology ,Bangalore/Bengaluru
575,Morgan Stanley,3.8,1100,18200.0,Financial Services ,New York
576,Star Union Dai-ichi Life Insurance,3.8,1100,4600.0,Insurance ,Navi Mumbai
577,Hindustan Petroleum,4.1,1100,5100.0,Oil & Gas ,Mumbai
578,Jet Airways,4.6,1100,4600.0,Aviation ,Mumbai
579,Paisabazaar.com,3.6,1100,5400.0,Internet ,Gurgaon/Gurugram
580,Dell EMC,4.2,1100,11800.0,IT Services & Consulting ,Hopkinton
581,IDC Technologies,3.4,1100,7600.0,IT Services & Consulting ,Milpitas
582,Photon Interactive,4.1,1100,6400.0,IT Services & Consulting ,London
583,Daikin,4.2,1100,5600.0,Consumer Electronics & Appliances ,Osaka City
584,Emami,4.0,1100,4800.0,Beauty & Personal Care ,Kolkata
585,Faurecia,4.0,1100,6500.0,Auto Components ,Nanterre
586,Bata,3.9,1100,3900.0,Fashion & Textile ,Lausanne
587,Hindustan Construction Company,4.2,1100,3700.0,Engineering & Construction ,Mumbai
588,Mercer,3.8,1100,9400.0,Management Consulting ,New York
589,FedEx Express,4.2,1100,4000.0,Logistics ,Moon Township
590,Narayana Educational Society,3.6,1100,4000.0,Education & Training ,Hyderabad/Secunderabad
591,Tesco,3.9,1100,8300.0,Retail ,Hertfordshire
592,Security and Intelligence Services (India),4.1,1100,3900.0,BPO ,Delhi/NCR
593,iOPEX Technologies,3.9,1100,4300.0,IT Services & Consulting ,San Jose
594,BNP Paribas,3.9,1100,12100.0,Financial Services ,Paris
595,NIIT,3.6,1100,6200.0,Education & Training ,Gurgaon/Gurugram
596,Haldiram Foods,3.9,1100,5100.0,FMCG ,Nagpur
597,Marriott International,4.2,1100,4900.0,Hospitality ,Bethesda
598,KFC,4.2,1100,2700.0,Hospitality ,Louisville
599,Sony,4.4,1100,4500.0,Consumer Electronics & Appliances ,Delhi/NCR
600,Dainik Bhaskar Group Of Publication,4.0,1100,4800.0,Printing & Publishing ,Bhopal
601,Trident Group,3.5,1100,4900.0,Fashion & Textile ,Ludhiana
602,FirstCry,3.7,1100,6700.0,Retail ,Pune
603,Inox Leisure,4.1,1100,4200.0,Media & Entertainment ,Mumbai
604,Nuvoco Vistas,4.2,1100,5200.0,Building Material ,Mumbai
605,Iris Software,4.2,1100,6100.0,IT Services & Consulting ,Edison
606,Relaxo Footwear,4.2,1100,3900.0,Fashion & Textile ,New Delhi
607,Muthoot Group,3.6,1100,4000.0,Financial Services ,Wedel
608,Barclays Shared Services,4.1,1100,7100.0,IT Services & Consulting ,London
609,SRL Diagnostics,4.1,1100,3700.0,Healthcare ,Mumbai
610,L.G.Balakrishnan & Bros,3.7,1100,5200.0,Auto Components ,Coimbatore
611,Bajaj Capital,3.9,1100,3600.0,Financial Services ,Delhi/NCR
612,ZF Commercial Vehicle Control Systems,4.0,1100,2500.0,Auto Components ,Chennai
613,Toyota Kirloskar Motor,4.4,1100,3700.0,Automobile ,Bangalore/Bengaluru
614,Panasonic,4.1,1100,5500.0,Consumer Electronics & Appliances ,Kadoma
615,Oracle Financial Services Software,3.8,1100,13600.0,IT Services & Consulting ,Mumbai
616,Marico,4.0,1100,4900.0,FMCG ,Mumbai
617,HTC Global Services,3.7,1100,10300.0,IT Services & Consulting ,Troy
618,Fusion BPO Services,3.1,1100,3500.0,BPO ,Kolkata
619,Welspun,3.9,1100,4300.0,Fashion & Textile ,Mumbai
620,Nayara Energy,4.3,1100,5600.0,Oil & Gas ,Mumbai
621,Suguna Foods,4.0,1100,3600.0,Food Processing ,Coimbatore
622,ISS Facility Services,4.1,1100,3800.0,Facility Management Services ,Copenhagen
623,Pantaloons,4.2,1100,3000.0,Fashion & Textile ,Mumbai
624,Collabera Technologies,3.6,1000,7900.0,IT Services & Consulting ,Basking Ridge
625,CGI Information Systems And Management Consultants,4.2,1000,9100.0,Bengaluru/Bangalore +10 more,Bengaluru/Bangalore
626,TTEC India,3.8,1000,3900.0,BPO ,Englewood
627,VLCC,3.7,1000,3400.0,Beauty & Personal Care ,Delhi/NCR
628,Fabindia,3.9,1000,4300.0,Fashion & Textile ,Delhi/NCR
629,Satin Creditcare Network,4.1,1000,3400.0,NBFC ,Gurgaon/Gurugram
630,Krishna Maruti,4.0,1000,4900.0,Auto Components ,Gurgaon/Gurugram
631,Altruist Technologies,3.2,1000,5700.0,BPO ,Chandigarh
632,HCL Technologies BPO Services,3.5,1000,6400.0,BPO ,Noida
633,Hero Motors Company,4.0,1000,4900.0,Automobile ,New Delhi
634,Redcliffe Labs,4.5,1000,1100.0,Healthcare ,Noida
635,Daimler India Commercial Vehicles,4.1,1000,6500.0,Automobile ,Chennai
636,Gland Pharma,3.6,1000,5800.0,Pharma ,Hyderabad/Secunderabad
637,Ocwen Financial Solutions,4.1,1000,5800.0,Financial Services ,West Palm Beach
638,Akzo Nobel India,4.1,1000,4000.0,Chemicals ,Amsterdam
639,Jindal X,3.6,1000,2700.0,BPO ,New Delhi
640,Cushman & Wakefield,4.2,1000,5100.0,Real Estate ,Chicago
641,Polycab Wires,4.0,1000,5600.0,Electrical Equipment ,Mumbai
642,Infinite Computer Solutions,3.5,1000,10900.0,IT Services & Consulting ,Rockville
643,Ola Electric Mobility,3.2,1000,5300.0,Automobile ,Bangalore
644,Tata Advanced Systems,3.8,1000,7600.0,Defence & Aerospace ,Hyderabad/Secunderabad
645,Majorel,4.5,1000,1900.0,BPO ,Luxembourg
646,TCS iON,3.9,1000,4500.0,IT Services & Consulting ,Mumbai
647,Tata Group,4.3,1000,4300.0,IT Services & Consulting ,Mumbai
648,J. Kumar Infraprojects,4.0,1000,4400.0,Engineering & Construction ,Mumbai
649,Chandigarh University,4.5,1000,2200.0,Education & Training ,Mohali
650,TaskUs,3.5,998,4600.0,BPO ,New Braunfels
651,Godrej Group,4.0,997,2800.0,FMCG ,Mumbai
652,ICICI Home Finance,3.7,996,3900.0,NBFC ,Mumbai
653,Edelweiss,3.9,994,8200.0,Financial Services ,Mumbai
654,Supreme Industries,4.2,994,4900.0,Petrochemicals ,Mumbai
655,Asahi India Glass,3.9,994,4500.0,Auto Components ,Gurgaon/Gurugram
656,Unisys,3.8,992,10100.0,IT Services & Consulting ,Blue Bell
657,Manipal Hospitals,4.2,992,4400.0,Healthcare ,Bangalore/Bengaluru
658,Aircel,4.4,992,2000.0,Telecom ,Gurgaon/Gurugram
659,Sysnet Global Technologies,3.6,991,3700.0,IT Services & Consulting ,Delhi/NCR
660,Canara Bank,3.4,990,3400.0,Banking ,Bangalore/Bengaluru
661,Aptara,3.3,989,6000.0,Printing & Publishing ,Falls Church
662,Sanofi,4.4,985,3800.0,Pharma ,Paris
663,Bharat Forge,3.8,985,5600.0,Iron & Steel ,Pune
664,Evalueserve,3.6,984,9600.0,IT Services & Consulting ,Schaffhausen
665,GE Vernova,4.2,984,4000.0,Noida +70 more,Noida
666,Sharekhan,4.0,981,4900.0,Financial Services ,Mumbai
667,GMR Group,4.1,981,4400.0,Engineering & Construction ,Delhi/NCR
668,Aye Finance,4.2,980,2700.0,NBFC ,Delhi
669,Caterpillar Inc,4.2,979,8000.0,Industrial Machinery ,Deerfield
670,Ashoka Buildcon,4.1,979,3800.0,Engineering & Construction ,Nasik/Nashik
671,Adani Ports and SEZ,3.8,978,4500.0,Ports & Shipping ,Ahmedabad
672,Vfs Global Services,3.7,975,3900.0,BPO ,Mumbai
673,HighRadius,3.1,974,5900.0,FinTech ,Houston
674,MiraMed Ajuba,4.0,973,4200.0,BPO ,Chennai
675,Granules India,3.9,972,5000.0,Pharma ,Hyderabad/Secunderabad
676,AB InBev India,3.5,971,6600.0,Beverage ,Leuven
677,NeoSOFT,3.8,969,7800.0,IT Services & Consulting ,Mumbai
678,ITD Cementation India,4.2,969,3700.0,Engineering & Construction ,Mumbai
679,NSE.IT,3.5,969,5500.0,IT Services & Consulting ,Mumbai
680,EPAM Systems,3.8,968,11500.0,IT Services & Consulting ,Newtown
681,Amity University,3.6,966,4800.0,Education & Training ,Noida
682,Xiaomi,3.8,965,5200.0,Consumer Electronics & Appliances ,Haidian District
683,Spicejet,3.4,962,5100.0,Aviation ,Gurgaon/Gurugram
684,Steel Strips Wheels,3.7,961,5300.0,Auto Components ,Chandigarh
685,Broadridge Financial Solutions,3.9,960,9100.0,FinTech ,New York City
686,Iksula,3.8,959,3600.0,IT Services & Consulting ,Mumbai
687,Annapurna Finance,4.1,959,2900.0,Financial Services ,Bhubaneswar
688,SYSKA LED Lights,2.9,958,2900.0,Consumer Electronics & Appliances ,Pune
689,Northern Trust Operating Services,4.1,958,8200.0,Financial Services ,Chicago
690,Compass Group Support Services,4.1,956,4600.0,Hospitality ,Chertsey
691,Heritage Foods,4.0,955,3500.0,Food Processing ,Hyderabad/Secunderabad
692,GE,4.3,954,8600.0,Defence & Aerospace ,Boston
693,Cinépolis,4.0,952,2800.0,Media & Entertainment ,Morelia
694,Synchrony,4.4,948,4900.0,Financial Services ,Stamford
695,Adani Group,3.9,946,6800.0,Power ,Ahmedabad
696,Indoco Remedies,3.7,945,5100.0,Pharma ,Mumbai
697,Punjab National Bank,4.0,943,2600.0,Banking ,Delhi/NCR
698,Bisleri,4.1,943,3700.0,Beverage ,Mumbai
699,Pine Labs,3.8,943,5300.0,FinTech ,Noida
700,Bharat FIH,3.9,940,3000.0,5k-10k Employees ,Chennai
701,Veritas Finance,4.7,938,1400.0,Internet ,Chennai
702,Saipem,3.9,938,3200.0,Engineering & Construction ,San Donato Milanese
703,Iffco Tokio General Insurance Co.,4.1,937,3800.0,Insurance ,Gurgaon/Gurugram
704,Health Care Global Enterprises,4.1,936,2400.0,Healthcare ,Bangalore/Bengaluru
705,Lumax Industries,3.9,934,5300.0,Auto Components ,Pune
706,The Jaypee Group,3.9,934,3600.0,Engineering & Construction ,Noida
707,Unichem Laboratories,4.0,931,4800.0,Pharma ,Mumbai
708,Shadowfax Technologies,3.6,929,4700.0,Logistics ,Bangalore
709,IFB,3.6,927,4500.0,Consumer Electronics & Appliances ,Kolkata
710,CorroHealth,3.3,925,4000.0,1k-5k Employees ,Chennai
711,Biocon Limited,3.9,924,9200.0,Biotechnology ,Bangalore Rural
712,SKF,3.9,922,4200.0,Auto Components ,Gothenburg
713,Best Sellers,4.2,921,3000.0,Fashion & Textile ,Brande
714,Newgen Software Technologies,3.5,917,10000.0,IT Services & Consulting ,New Delhi
715,FDC,4.0,916,3300.0,Pharma ,Mumbai
716,LivSpace,3.5,914,6100.0,Architecture & Interior Design ,Bangalore
717,Fino Payments Bank,4.1,914,3600.0,Banking ,Mumbai
718,BVG India,4.0,913,3600.0,Facility Management Services ,Pune
719,Devyani International,3.7,910,3000.0,Hospitality ,Gurgaon/Gurugram
720,DISH TV,3.6,909,3600.0,Broadcasting ,Noida
721,Altisource,3.6,905,5600.0,Real Estate ,Bangalore/Bengaluru
722,Valeo,4.0,905,6900.0,Auto Components ,Paris
723,Tietoevry,4.3,901,9000.0,IT Services & Consulting ,Helsinki
